1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA
3,1.4,0.0,1,1,50.0,19,0,57,2,2,0,0,2,5,0,48,2,64,311,499,1,1. MLS,0,0,0,us USA,0,2,4,7,0,3,42.9,0,-0.3,-0.3,0.3,0.17,0.0,0.3,0,0,0,0,0,0,0,0,0.00,41,6,10,2019_Ballou Tabla_Montreal,0,2,18th,6,1,16.7,Matches,23,19,82.6,5,2,44,1,0,0,3,0,4,2,0,55,7,1,0,,,,,0.00,0.00,0.00,0.00,0.00,0.23,0.26,0.03,0.23,0.26,0,0,,,0,0,4,,0,1,,,0,0,,0,0,0,0,0,0,10,,,,3,,1.4,4,129,4.2,32,1,25.0,9,9,18,36,9,6,58,77.3,75,0,0,0,0,3,0,3,2.09,2019,27,23,85.2,Montreal,14.7,0,0.00,,0,0,0,2,1.40,0,0.0,0.00,0,71,1,19,3,2,0,3,0,3,3,-0.82,0.8,2.4,-1.6,-1.13,-2,-1.40,-1.06,0.25,1,3,3,57,44,77.2,130,661,44,6,7,0,74,32,76,3,3,0,0.0,21,1999-03-31 00:00:00,,Ballou Tabla,MF,,0.0
24,11.9,-0.8,17,25,59.5,27,0,551,22,21,1,0,29,85,0,334,93,390,982,1987,52,1. MLS,0,0,0,us USA,2,5,13,16,0,13,81.3,0,-0.1,-0.1,0.1,0.07,0.8,0.1,0,0,0,0,0,0,0,0,0.00,362,106,83,2019_Saad Abdul-Salaam_Seattle,7,7,4th,103,71,68.9,Matches,243,200,82.3,19,13,439,10,1,13,8,0,10,102,9,449,83,12,1,,,,,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.07,0.01,0.08,0,0,,,0,2,10,,9,12,,,0,7,,0,1,0,0,0,0,83,,,,10,,11.9,18,1067,34.9,59,11,21.3,20,56,46,122,26,29,389,89.8,433,0,0,1,1,11,0,13,1.10,2019,194,168,86.6,Seattle,10.5,0,0.00,,0,0,0,2,0.17,0,0.0,0.00,11,91,11,10,7,8,0,8,5,13,10,-0.49,13.5,16.4,-2.9,-0.25,-5,-0.42,-0.78,1.56,15,20,20,551,439,79.7,3225,8699,162,23,231,46,573,309,673,16,12,4,25.0,29,1991-09-08 00:00:00,,Saad Abdul-Salaam,"DF (FB, right)",,0.8
,3.0,,,,,27,1,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Saad Abdul-Salaam_Tacoma,6,,33rd,,,,Matches,,,,,,,,,,,,3,,,,,,,,,,,0.33,0.33,0.33,0.00,0.00,,,,,,0,1,,,0,0,3,,3,1,,,0,6,,0,1,0,0,0,0,,,,,0,,3.0,3,270,8.8,90,3,,,,,,,,,,,,,,,,,,,2019,,,,Tacoma,,,0.00,0.00,0,0,0,3,1.00,1,33.3,0.33,3,90,3,,0,0,,,,,0,,,,,,-1,-0.33,+0.92,2.00,3,4,0,,,,,,,,,,,,,,,,,29,1991-09-08 00:00:00,,Saad Abdul-Salaam,"DF (FB, right)",,
5,2.8,-0.2,3,4,57.1,24,0,132,2,2,0,0,4,13,2,102,9,120,449,743,6,1. MLS,0,0,0,us USA,2,4,5,10,0,5,50.0,0,0.0,0.0,0.0,,0.2,0.0,0,0,0,0,0,1,0,1,0.36,93,18,21,2019_Niko Hansen_Columbus,2,4,20th,17,13,76.5,Matches,58,47,81.0,5,2,109,2,0,0,6,0,8,9,0,123,21,3,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0,0,,,0,1,8,,2,5,,,0,2,,0,0,0,0,0,0,21,,,,0,,2.8,9,252,8.2,28,2,17.6,12,12,10,34,6,14,116,85.3,136,0,1,0,0,8,0,9,3.21,2019,54,49,90.7,Columbus,,0,,,0,0,0,0,0.00,0,,0.00,1,81,2,13,7,3,0,2,0,2,0,-0.35,2.5,3.8,-1.3,-0.46,-1,-0.36,-0.13,0.67,3,4,4,132,109,82.6,593,1973,79,9,28,5,153,79,162,2,2,0,0.0,26,1994-09-14 00:00:00,,Niko Hansen,MF,,0.2
0,0.4,0.0,1,3,75.0,24,0,23,0,0,0,0,0,2,0,17,1,20,59,124,0,1. MLS,0,0,0,us USA,1,2,1,1,0,1,100.0,1,-0.1,-0.1,0.1,0.06,0.0,0.1,0,0,0,0,0,0,0,0,0.00,16,3,4,2019_Niko Hansen_Houston,0,0,19th,2,2,100.0,Matches,7,3,42.9,2,3,14,3,0,0,2,0,2,1,0,22,8,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.00,0.14,0.14,0,0,,,0,0,2,,1,0,,,0,0,,0,0,0,0,0,0,7,,,,2,,0.4,4,38,1.2,10,0,50.0,2,1,3,6,3,1,21,72.4,29,0,0,0,0,0,0,0,0.00,2019,13,9,69.2,Houston,20.4,0,0.00,,0,0,0,1,2.37,0,0.0,0.00,0,,0,9,4,5,1,1,0,2,2,-0.54,0.1,0.4,-0.3,-0.62,0,0.00,+0.30,0.75,0,0,2,23,14,60.9,37,207,18,5,7,0,33,10,34,1,1,0,0.0,26,1994-09-14 00:00:00,,Niko Hansen,MF,,0.0
23,20.8,-0.7,76,44,36.7,26,1,573,21,15,6,0,30,75,7,424,3,542,1294,2751,18,1. MLS,0,0,0,us USA,3,30,20,36,2,18,50.0,0,+1.1,+1.1,8.9,0.21,1.7,8.9,0,0,0,1,0,4,1,6,0.29,390,83,100,2019_Tesho Akindele_Orlando City,10,28,22nd,39,23,59.0,Matches,205,160,78.0,48,18,451,12,2,16,18,0,17,25,0,548,147,14,2,,,,,0.05,0.53,0.53,0.48,0.48,0.43,0.51,0.08,0.43,0.51,0,1,,,0,1,17,,16,20,,,10,10,,1,12,0,0,0,0,98,,,,17,,20.8,28,1875,61.3,67,22,23.1,164,75,163,402,93,44,586,56.7,1034,1,5,1,0,41,5,54,2.59,2019,306,259,84.6,Orlando City,13.6,0,0.23,0.50,10,0,0,43,2.06,20,46.5,0.96,12,79,22,23,6,0,7,10,9,26,17,+0.41,29.8,25.8,+4.0,+0.19,-7,-0.34,-0.26,1.14,29,36,36,573,451,78.7,1153,6920,411,89,97,28,783,335,808,19,13,6,31.6,28,1992-03-31 00:00:00,180cm,Tesho Akindele,FW-MF,77kg,1.7
,8.4,,,,,22,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Rashawn Dally_Memphis,2,,30th,,,,Matches,,,,,,,,,,,,11,,,,,,,,,,,0.00,0.12,0.12,0.12,0.12,,,,,,0,0,,,0,2,11,,8,8,,,1,2,,0,4,0,0,,,,,,,5,,8.4,11,755,24.7,69,8,,,,,,,,,,,,,,,,,,,2019,,,,Memphis,,,0.06,0.13,1,0,0,17,2.03,8,47.1,0.95,5,82,8,32,3,0,,,,,5,,,,,,-3,-0.36,+0.11,0.82,8,11,0,,,,,,,,,,,,,,,,,23,1997-01-14 00:00:00,188cm,Rashawn Dally,FW,90kg,
8,6.0,-0.5,30,5,14.3,22,0,137,4,4,0,0,6,20,3,103,0,148,301,1022,4,1. MLS,0,0,0,us USA,0,17,11,20,1,10,50.0,0,-0.1,-0.1,1.1,0.11,0.5,1.1,0,0,0,0,0,0,0,0,0.00,97,13,27,2019_Rashawn Dally_FC Cincinnati,1,3,24th,8,7,87.5,Matches,41,30,73.2,23,9,105,2,0,4,2,0,0,20,0,117,32,2,1,,,,,0.00,0.17,0.17,0.17,0.17,0.18,0.26,0.08,0.18,0.26,0,0,,,0,0,0,,1,4,,,1,1,,0,4,0,0,0,0,24,,,,4,,6.0,12,544,17.8,45,8,27.8,54,2,41,97,27,6,152,50.2,303,0,0,0,0,6,1,7,1.16,2019,80,67,83.8,FC Cincinnati,15.3,0,0.10,0.25,1,0,0,10,1.65,4,40.0,0.66,0,62,8,12,4,7,3,1,3,7,4,-0.42,5.0,11.8,-6.8,-1.12,-11,-1.82,-0.64,0.92,6,17,8,137,105,76.6,193,1570,100,20,13,4,196,116,216,6,3,3,50.0,23,1997-01-14 00:00:00,188cm,Rashawn Dally,FW,90kg,0.5
27,10.8,+0.2,13,10,43.5,23,4,445,5,5,0,0,9,43,3,377,6,527,2162,3702,4,1. MLS,2,1,1,us USA,3,28,34,53,1,31,58.5,0,+0.2,+0.2,2.8,0.09,3.8,2.8,1,2,1,0,0,5,2,11,1.02,268,98,79,2019_Cristian Pavón_LA Galaxy,5,25,8th,61,31,50.8,Matches,149,122,81.9,33,27,329,14,2,11,25,6,35,16,4,429,101,14,6,,,,,0.37,0.65,0.65,0.28,0.28,0.26,0.61,0.35,0.26,0.61,0,4,,,0,1,35,,11,3,,,3,5,,0,3,0,0,0,1,74,,,,7,,10.8,11,971,31.7,88,11,25.8,47,32,53,132,34,52,475,79.7,596,2,9,2,3,36,3,55,5.10,2019,211,173,82.0,LA Galaxy,19.4,0,0.09,0.20,3,0,0,33,3.06,15,45.5,1.39,7,88,11,,0,0,6,5,1,12,7,+0.36,23.0,22.4,+0.7,+0.06,+4,+0.37,+0.59,1.31,27,23,17,445,329,73.9,1547,5688,367,83,49,2,582,220,598,24,18,6,25.0,24,1996-01-21 00:00:00,167cm,Cristian Pavón,FW-MF,65kg,3.8
,15.4,,,,,22,1,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Rece Buckmaster_Red Bulls II,23,,8th,,,,Matches,,,,,,,,,,,,21,,,,,,,,,,,0.07,0.07,0.07,0.00,0.00,,,,,,0,1,,,0,2,21,,17,15,,,0,23,,0,0,0,0,0,0,,,,,19,,15.4,18,1382,45.2,77,16,,,,,,,,,,,,,,,,,,,2019,,,,Red Bulls II,,,0.00,0.00,0,0,0,4,0.26,2,50.0,0.13,11,84,16,16,2,3,,,,,19,,,,,,+11,+0.72,+0.07,1.68,32,21,0,,,,,,,,,,,,,,,,,24,1996-07-07 00:00:00,,Rece Buckmaster,DF,,
15,6.0,-0.3,5,7,58.3,22,0,280,16,12,4,0,18,24,1,176,57,165,417,673,16,1. MLS,0,1,0,us USA,1,1,4,7,1,4,57.1,0,-0.1,-0.1,0.1,0.05,0.3,0.1,0,0,0,0,0,0,0,0,0.00,157,76,47,2019_Rece Buckmaster_NY Red Bulls,10,6,12th,30,15,50.0,Matches,89,65,73.0,3,7,223,10,0,8,7,2,6,65,6,215,51,4,0,,,,,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.06,0.02,0.07,0,0,,,0,1,6,,6,4,,,0,10,,0,0,0,0,1,0,66,,,,14,,6.0,6,540,17.6,90,6,38.0,12,58,30,100,38,27,147,91.3,161,1,0,0,0,9,0,10,1.67,2019,149,139,93.3,NY Red Bulls,16.2,0,0.00,,0,0,0,2,0.33,0,0.0,0.00,6,90,6,,0,1,1,11,7,19,14,+0.54,12.4,9.6,+2.7,+0.45,-3,-0.50,-0.68,1.00,9,12,29,280,223,79.6,1640,3301,96,5,106,22,288,164,351,19,8,11,57.9,24,1996-07-07 00:00:00,,Rece Buckmaster,DF,,0.3
49,17.2,-0.4,13,17,56.7,21,1,898,24,19,5,0,50,36,3,648,151,705,2904,5174,38,1. MLS,0,1,1,us USA,17,21,25,34,0,24,70.6,1,-1.0,-1.0,1.0,0.10,1.4,1.0,0,0,0,0,0,1,0,1,0.06,470,259,169,2019_Brooks Lennon_Real Salt Lake,19,22,6th,202,107,53.0,Matches,378,309,81.7,27,33,661,23,3,19,27,3,45,162,8,736,148,56,3,,,,,0.06,0.06,0.06,0.00,0.00,0.06,0.14,0.08,0.06,0.14,0,1,,,0,3,45,,8,23,,,0,19,,0,1,0,0,0,0,147,,,,12,,17.2,28,1547,50.6,55,16,23.3,42,120,95,257,60,64,645,87.8,735,1,2,1,0,32,0,36,2.09,2019,292,243,83.2,Real Salt Lake,24.2,0,0.00,0.00,0,0,0,10,0.58,2,20.0,0.12,15,90,16,9,12,6,6,17,6,29,12,-0.57,15.6,22.4,-6.8,-0.40,-7,-0.41,-1.12,1.46,16,23,48,898,661,73.6,5047,13702,357,13,313,47,922,506,1083,29,18,11,37.9,23,1997-09-22 00:00:00,173cm,Brooks Lennon,"DF-MF (FB, right)",,1.4
,0.7,,,,,21,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Brooks Lennon_Real Monarchs,2,,11th,,,,Matches,,,,,,,,,,,,8,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,0,8,,0,0,,,0,2,,0,0,0,0,0,0,,,,,0,,0.7,1,63,2.1,63,1,,,,,,,,,,,,,,,,,,,2019,,,,Real Monarchs,,,,,0,0,0,0,0.00,0,,0.00,0,63,1,,0,0,,,,,0,,,,,,-1,-1.43,-2.00,0.00,2,3,0,,,,,,,,,,,,,,,,,23,1997-09-22 00:00:00,173cm,Brooks Lennon,"DF-MF (FB, right)",,
0,1.0,0.0,1,0,0.0,27,0,54,1,1,0,0,4,14,0,36,0,41,100,170,0,1. MLS,0,0,0,us USA,0,0,0,0,0,0,,0,0.0,0.0,0.0,,0.0,0.0,0,0,0,0,0,0,0,0,0.00,43,6,5,2019_François Affolter_San Jose,2,0,15th,14,13,92.9,Matches,23,22,95.7,0,1,51,0,0,0,0,0,0,2,2,52,6,4,0,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,,,0,0,0,,0,1,,,0,2,,0,0,0,0,0,0,12,,,,1,,1.0,1,90,2.9,90,1,22.2,0,7,2,9,2,1,40,100.0,40,0,0,0,0,0,0,0,0.00,2019,16,16,100.0,San Jose,,0,,,0,0,0,0,0.00,0,,0.00,1,90,1,,0,9,0,1,0,1,1,+0.27,0.9,0.5,+0.4,+0.40,0,0.00,+0.09,1.00,2,2,3,54,51,94.4,350,1168,0,0,33,1,55,29,57,2,2,0,0.0,29,1991-03-13 00:00:00,186cm,François Affolter,DF (CB),74kg,0.0
91,30.8,+0.7,21,33,61.1,21,3,1550,78,62,16,0,47,157,4,1066,260,1169,4018,7343,108,1. MLS,0,0,0,us USA,7,35,39,62,2,37,59.7,0,-0.6,-0.6,0.6,0.03,2.3,0.6,0,0,0,0,0,5,1,6,0.20,878,373,299,2019_Aaron Herrera_Real Salt Lake,48,26,6th,349,211,60.5,Matches,688,597,86.8,20,46,1239,19,6,28,17,0,37,302,42,1248,244,100,4,,,,,0.10,0.10,0.10,0.00,0.00,0.02,0.09,0.07,0.02,0.09,0,3,,,1,7,37,,16,31,,,0,48,,0,2,0,0,0,0,271,,,,37,,30.8,32,2768,90.5,87,31,27.0,41,226,133,400,108,102,1037,92.3,1123,1,1,1,1,45,2,51,1.66,2019,481,423,87.9,Real Salt Lake,25.1,0,0.00,0.00,0,0,0,18,0.59,5,27.8,0.16,30,89,31,6,1,0,3,38,19,60,37,+0.17,32.7,35.7,-3.0,-0.10,+6,+0.20,+0.50,1.53,42,36,108,1550,1239,79.9,9715,26671,484,22,719,155,1642,874,1937,65,34,31,47.7,23,1997-06-06 00:00:00,155cm,Aaron Herrera,DF (FB),,2.3
,18.7,,,,,26,2,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Michael Salazar_RGV Toros,5,,23rd,,,,Matches,,,,,,,,,,,,6,,,,,,,,,,,0.11,0.64,0.64,0.53,0.53,,,,,,0,2,,,0,1,6,,20,21,,,10,5,,0,9,0,0,0,1,,,,,8,,18.7,24,1684,55.0,70,19,,,,,,,,,,,,,,,,,,,2019,,,,RGV Toros,,,0.19,0.56,10,0,0,52,2.78,18,34.6,0.96,6,81,19,30,5,0,,,,,8,,,,,,+3,+0.16,+0.88,1.38,33,30,0,,,,,,,,,,,,,,,,,27,1992-11-15 00:00:00,180cm,Michael Salazar,FW,75kg,
2,1.8,0.0,4,1,20.0,26,0,53,0,0,0,0,3,4,0,44,1,58,124,434,0,1. MLS,0,0,0,us USA,1,2,4,6,1,4,66.7,0,-0.1,-0.1,0.1,0.12,0.0,0.1,0,0,0,0,0,0,0,0,0.00,43,6,4,2019_Michael Salazar_Houston,0,1,19th,7,4,57.1,Matches,14,11,78.6,5,2,43,0,0,0,2,0,2,3,0,50,10,0,1,,,,,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.01,0.07,0.08,0,0,,,0,0,2,,1,3,,,0,0,,0,0,0,0,0,0,12,,,,2,,1.8,7,159,5.2,23,1,24.3,14,3,20,37,9,4,48,63.2,76,0,0,0,0,2,0,2,1.13,2019,27,26,96.3,Houston,9.0,0,0.00,,0,0,0,1,0.57,0,0.0,0.00,0,51,1,18,6,1,1,1,0,2,2,-1.19,1.7,3.9,-2.2,-1.22,+1,+0.57,+0.91,0.43,4,3,2,53,43,81.1,119,611,36,6,3,0,64,34,67,2,2,0,0.0,27,1992-11-15 00:00:00,180cm,Michael Salazar,FW,75kg,0.0
,19.3,,,,,21,6,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Douglas Martinez_Real Monarchs,3,,11th,,,,Matches,,,,,,,,,,,,26,,,,,,,,,,,0.31,1.14,1.14,0.83,0.83,,,,,,0,6,,,0,8,26,,41,44,,,16,3,,0,5,0,0,0,1,,,,,10,,19.3,22,1739,56.8,79,22,,,,,,,,,,,,,,,,,,,2019,,,,Real Monarchs,,,0.29,0.62,16,0,0,55,2.85,26,47.3,1.35,12,79,22,,0,0,,,,,10,,,,,,+21,+1.09,+1.29,1.80,45,24,0,,,,,,,,,,,,,,,,,23,1997-06-05 00:00:00,,Douglas Martinez,FW,,
0,0.7,0.0,2,3,60.0,21,0,24,0,0,0,0,0,0,3,20,1,32,61,203,0,1. MLS,0,0,0,us USA,0,3,1,2,0,1,50.0,0,0.0,0.0,0.0,0.05,0.0,0.0,0,0,0,0,0,0,0,0,0.00,15,1,8,2019_Douglas Martinez_Real Salt Lake,0,0,6th,1,1,100.0,Matches,7,6,85.7,5,1,19,2,0,0,0,0,1,2,0,22,6,0,0,,,,,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.07,0,0,,,0,0,1,,1,1,,,0,0,,0,0,0,0,0,0,2,,,,0,,0.7,1,63,2.1,63,1,22.2,5,0,4,9,2,0,32,69.6,46,0,0,0,0,0,0,0,0.00,2019,14,11,78.6,Real Salt Lake,7.6,0,0.00,,0,0,0,1,1.43,0,0.0,0.00,0,63,1,,0,0,0,0,0,0,0,+0.04,0.3,0.4,-0.1,-0.08,0,0.00,-0.15,3.00,0,0,0,24,19,79.2,10,267,17,2,1,0,35,25,37,0,0,0,,23,1997-06-05 00:00:00,,Douglas Martinez,FW,,0.0
16,7.8,0.0,21,26,55.3,31,2,299,8,8,0,0,14,46,3,207,11,265,610,1327,8,1. MLS,0,0,0,us USA,1,14,8,10,1,7,70.0,0,-0.5,-0.5,2.5,0.15,2.0,2.5,0,0,0,0,0,2,1,3,0.38,221,32,46,2019_Chris Pontius_LA Galaxy,3,9,8th,16,10,62.5,Matches,108,95,88.0,16,9,252,6,1,3,6,0,4,13,0,286,51,2,0,,,,,0.26,0.51,0.51,0.26,0.26,0.33,0.58,0.25,0.33,0.58,0,2,,,0,0,4,,7,5,,,2,3,,0,0,0,0,0,0,37,,,,4,,7.8,18,703,23.0,39,6,23.5,37,18,30,85,20,14,301,71.2,423,0,0,0,0,15,2,17,2.18,2019,166,145,87.3,LA Galaxy,13.6,0,0.12,0.40,2,0,0,17,2.18,5,29.4,0.64,3,83,6,17,12,8,1,1,2,4,4,+0.32,13.1,12.6,+0.5,+0.06,-4,-0.51,-0.63,1.39,11,15,7,299,252,84.3,716,3768,211,40,36,9,365,154,378,3,2,1,33.3,,,183cm,Chris Pontius,"FW-MF (AM, right)",77kg,2.0
,18.9,,,,,21,9,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Eryk Williamson_Timbers 2,24,,26th,,,,Matches,,,,,,,,,,,,41,,,,,,,,,,,0.48,0.69,0.64,0.16,0.21,,,,,,0,9,,,0,7,41,,37,36,,,4,24,,0,1,1,1,0,0,,,,,22,,18.9,19,1698,55.5,89,19,,,,,,,,,,,,,,,,,,,2019,,,,Timbers 2,,,0.08,0.23,4,1,1,39,2.07,13,33.3,0.69,17,89,19,,0,0,,,,,22,,,,,,+4,+0.21,+0.87,1.21,39,35,0,,,,,,,,,,,,,,,,,23,1997-06-11 00:00:00,,Eryk Williamson,MF,,
9,2.6,0.0,2,4,66.7,21,0,104,4,4,0,0,3,18,0,76,4,98,324,524,4,1. MLS,0,0,0,us USA,0,3,6,9,0,5,55.6,0,-0.6,-0.6,0.6,0.16,0.0,0.6,0,0,0,0,0,0,0,0,0.00,71,14,19,2019_Eryk Williamson_Portland,4,0,11th,11,9,81.8,Matches,45,39,86.7,5,2,83,4,0,0,1,0,0,5,0,99,22,4,0,,,,,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,0.25,0.25,0,0,,,0,1,0,,3,4,,,0,4,,0,0,0,0,0,0,18,,,,3,,2.6,7,234,7.6,33,3,37.3,14,11,26,51,19,9,97,88.2,110,0,0,0,0,2,0,2,0.77,2019,46,35,76.1,Portland,21.9,0,0.00,0.00,0,0,0,4,1.54,1,25.0,0.38,1,76,3,1,4,1,0,0,3,3,3,+0.44,4.5,3.7,+0.8,+0.31,-2,-0.77,-0.93,1.86,3,5,7,104,83,79.8,501,1584,59,6,21,5,130,69,135,4,2,2,50.0,23,1997-06-11 00:00:00,,Eryk Williamson,MF,,0.0
1,4.4,0.7,10,3,23.1,19,2,74,5,5,0,0,5,8,1,54,5,100,519,819,2,1. MLS,0,0,0,us USA,1,9,10,18,1,9,50.0,0,-0.8,-0.8,0.8,0.07,1.3,0.8,0,1,0,0,0,2,1,4,0.92,43,16,15,2019_Tajon Buchanan_New England,2,3,14th,7,3,42.9,Matches,18,14,77.8,11,9,50,0,1,2,3,0,9,5,0,69,10,3,0,,,,,0.46,0.46,0.46,0.0,0.0,0.19,0.47,0.29,0.19,0.47,0,2,,,0,0,9,,9,5,,,0,2,,0,0,0,0,1,0,20,,,,1,,4.4,10,392,12.8,39,4,19.3,15,18,24,57,11,5,95,59.7,159,0,2,0,0,7,1,10,2.3,2019,41,31,75.6,New England,14.3,0,0.0,0.0,0,0,0,11,2.53,2,18.2,0.46,1,75,4,15,6,12,0,2,2,4,1,-0.58,6.7,10.2,-3.5,-0.8,-7,-1.61,-1.61,0.9,6,13,6,74,50,67.6,215,723,90,32,18,5,132,39,137,7,5,2,28.6,21,1999-02-08 00:00:00,182cm,Tajon Buchanan,FW,69kg,1.3
232,27.8,+1.9,29,25,46.3,24,8,1909,62,53,9,0,34,1495,3,348,17,1825,5071,8972,26,1. MLS,1,0,0,us USA,2,56,62,88,5,59,67.0,0,+1.2,+1.2,2.8,0.08,6.1,2.8,3,0,0,0,0,9,2,14,0.50,1495,187,227,2019_Mark-Anthony Kaye_Los Angeles FC,35,52,1st,276,202,73.2,Matches,833,722,86.7,53,37,1603,43,11,29,55,1,11,41,23,1868,326,30,21,,,,,0.29,0.43,0.43,0.14,0.14,0.10,0.32,0.22,0.10,0.32,0,8,,,0,7,11,,46,50,,,4,35,,0,3,0,0,0,0,284,,,,50,,27.8,31,2499,81.7,81,27,32.2,133,177,321,631,203,266,1749,92.7,1887,6,3,4,5,91,5,114,4.11,2019,757,667,88.1,Los Angeles FC,17.0,0,0.11,0.33,4,0,0,35,1.26,12,34.3,0.43,21,87,27,36,4,0,7,33,34,74,50,+0.21,65.3,30.9,+34.4,+1.24,+47,+1.69,+1.53,2.13,75,28,109,1909,1603,84.0,9645,30005,640,60,381,46,2254,1427,2291,81,48,33,40.7,25,1994-12-02 00:00:00,186cm,Mark-Anthony Kaye,FW-MF (CM),70kg,6.1
