1/3,90s,A-xA,Aerial Duels_Lost,Aerial Duels_Won,Aerial Duels_Won%,Age,Ast,Att,Blocks_Blocks,Blocks_Pass,Blocks_Sh,Blocks_ShSv,Body Parts_Head,Body Parts_Left,Body Parts_Other,Body Parts_Right,Body Parts_TI,Carries_Carries,Carries_PrgDist,Carries_TotDist,Clr,Comp,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Country,CrsPA,Dispos,Dribbles_#Pl,Dribbles_Att,Dribbles_Megs,Dribbles_Succ,Dribbles_Succ%,Err,Expected_G-xG,Expected_np:G-xG,Expected_npxG,Expected_npxG/Sh,Expected_xA,Expected_xG,GCA Types_Def,GCA Types_Drib,GCA Types_Fld,GCA Types_OG,GCA Types_PassDead,GCA Types_PassLive,GCA Types_Sh,GCA_GCA,GCA_GCA90,Height_Ground,Height_High,Height_Low,ID,Int,KP,LgRank,Long_Att,Long_Cmp,Long_Cmp%,Matches,Medium_Att,Medium_Cmp,Medium_Cmp%,Miscon,Outcomes_Blocks,Outcomes_Cmp,Outcomes_Int,Outcomes_Off,Outcomes_Out,PPA,Pass Types_CK,Pass Types_Crs,Pass Types_Dead,Pass Types_FK,Pass Types_Live,Pass Types_Press,Pass Types_Sw,Pass Types_TB,Penalty Kicks_PKA,Penalty Kicks_PKatt,Penalty Kicks_PKm,Penalty Kicks_PKsv,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G+A-PK,Per 90 Minutes_G-PK,Per 90 Minutes_Gls,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xA,Per 90 Minutes_xA,Per 90 Minutes_xG,Per 90 Minutes_xG+xA,Performance_2CrdY,Performance_Ast,Performance_CS,Performance_CS%,Performance_CrdR,Performance_CrdY,Performance_Crs,Performance_D,Performance_Fld,Performance_Fls,Performance_GA,Performance_GA90,Performance_Gls,Performance_Int,Performance_L,Performance_OG,Performance_Off,Performance_PK,Performance_PKatt,Performance_PKcon,Performance_PKwon,Performance_Recov,Performance_Save%,Performance_Saves,Performance_SoTA,Performance_TklW,Performance_W,Playing Time_90s,Playing Time_MP,Playing Time_Min,Playing Time_Min%,Playing Time_Mn/MP,Playing Time_Starts,Pressures_%,Pressures_Att 3rd,Pressures_Def 3rd,Pressures_Mid 3rd,Pressures_Press,Pressures_Succ,Prog,Receiving_Rec,Receiving_Rec%,Receiving_Targ,SCA Types_Def,SCA Types_Drib,SCA Types_Fld,SCA Types_PassDead,SCA Types_PassLive,SCA Types_Sh,SCA_SCA,SCA_SCA90,Season,Short_Att,Short_Cmp,Short_Cmp%,Squad,Standard_Dist,Standard_FK,Standard_G/Sh,Standard_G/SoT,Standard_Gls,Standard_PK,Standard_PKatt,Standard_Sh,Standard_Sh/90,Standard_SoT,Standard_SoT%,Standard_SoT/90,Starts_Compl,Starts_Mn/Start,Starts_Starts,Subs_Mn/Sub,Subs_Subs,Subs_unSub,Tackles_Att 3rd,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Tkl,Tackles_TklW,Team Success (xG)_On-Off,Team Success (xG)_onxG,Team Success (xG)_onxGA,Team Success (xG)_xG+/-,Team Success (xG)_xG+/-90,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,Team Success_PPM,Team Success_onG,Team Success_onGA,Tkl+Int,Total_Att,Total_Cmp,Total_Cmp%,Total_PrgDist,Total_TotDist,Touches_Att 3rd,Touches_Att Pen,Touches_Def 3rd,Touches_Def Pen,Touches_Live,Touches_Mid 3rd,Touches_Touches,Vs Dribbles_Att,Vs Dribbles_Past,Vs Dribbles_Tkl,Vs Dribbles_Tkl%,age,birth_date,height,name,position,weight,xA
3,0.9,-0.5,0,0,,23,0,19,1,0,1,0,0,5,0,14,0,24,74,127,1,1. MLS,0,0,0,us USA,0,0,2,3,0,2,66.7,0,-0.9,-0.9,0.9,0.16,0.5,0.9,0,0,0,0,0,1,0,1,1.73,15,2,2,2019_Amando Moreno_Chicago,0,2,17th,1,1,100.0,Matches,6,6,100.0,3,0,19,0,0,0,0,0,0,0,0,19,3,0,1,,,,,0.00,0.00,0.00,0.00,0.00,1.61,2.51,0.90,1.61,2.51,0,0,,,0,0,0,,0,1,,,0,0,,0,2,0,0,0,0,5,,,,0,,0.9,7,82,2.7,12,0,15.8,12,5,2,19,3,2,23,71.9,32,0,0,0,0,4,0,4,6.92,2019,12,12,100.0,Chicago,12.3,0,0.00,0.00,0,0,0,6,6.59,2,33.3,2.20,0,,0,11,7,9,1,0,0,1,0,+4.00,2.5,0.1,+2.4,+4.18,+1,+1.10,+0.89,1.14,1,0,1,19,19,100.0,71,297,18,12,5,0,32,10,32,2,1,1,50.0,25,1995-09-10 00:00:00,170cm,Amando Moreno,FW-MF,,0.5
89,29.2,+3.9,23,29,55.8,27,7,1531,38,33,5,0,93,249,4,892,271,1052,3774,6421,61,1. MLS,0,0,0,us USA,19,26,32,50,4,30,60.0,0,-2.2,-2.2,3.2,0.10,3.1,3.2,0,0,0,0,0,11,1,12,0.43,842,338,351,2019_Anton Tinnerholm_NYCFC,25,32,2nd,228,121,53.1,Matches,697,569,81.6,23,68,1173,27,2,19,40,1,62,283,11,1248,183,22,4,,,,,0.24,0.27,0.27,0.03,0.03,0.11,0.22,0.11,0.11,0.22,0,7,,,0,4,62,,29,22,,,1,25,,0,7,0,0,0,1,270,,,,30,,29.2,30,2631,86.0,88,30,29.4,61,114,121,296,87,140,1070,86.8,1233,2,13,3,5,56,3,82,2.90,2019,557,475,85.3,NYCFC,18.4,0,0.03,0.09,1,0,0,32,1.09,11,34.4,0.38,28,88,30,,0,0,9,23,13,45,30,-0.86,42.0,39.4,+2.6,+0.09,+17,+0.58,-0.26,1.77,52,35,70,1531,1173,76.6,8894,21627,564,66,542,63,1527,822,1808,54,33,21,38.9,29,1991-02-26 00:00:00,176cm,Anton Tinnerholm,"DF (FB, right)",75kg,3.1
62,18.1,+0.2,32,21,39.6,21,1,634,21,20,1,0,35,67,2,505,12,554,1552,3171,23,1. MLS,1,0,0,us USA,0,20,13,21,1,12,57.1,0,-0.9,-0.9,1.9,0.22,0.8,1.9,1,0,0,0,0,3,0,4,0.22,475,73,86,2019_Shamit Shome_Montreal,13,9,18th,76,50,65.8,Matches,292,250,85.6,27,13,533,5,1,11,12,1,4,18,5,616,93,10,0,,,,,0.06,0.11,0.11,0.06,0.06,0.10,0.15,0.05,0.10,0.15,0,1,,,0,3,4,,20,29,,,1,13,,0,2,0,0,1,0,150,,,,23,,18.1,27,1626,53.1,60,18,22.7,55,124,187,366,83,63,520,82.5,630,2,0,2,1,21,2,28,1.55,2019,257,231,89.9,Montreal,9.3,0,0.11,0.50,1,0,0,9,0.50,2,22.2,0.11,10,83,18,15,9,6,7,11,17,35,23,+0.15,22.0,26.9,-4.9,-0.27,-10,-0.55,-0.37,1.00,25,35,48,634,533,84.1,2587,9511,228,18,159,28,780,454,796,29,20,9,31.0,23,1997-09-05 00:00:00,,Shamit Shome,MF,,0.8
34,14.4,-0.8,21,14,40.0,21,0,542,28,24,4,0,30,151,2,273,81,441,2223,3427,39,1. MLS,0,0,0,us USA,9,17,19,34,0,19,55.9,0,-0.5,0.2,0.8,0.05,0.8,1.5,0,0,0,0,0,1,0,1,0.07,326,99,117,2019_DeJuan Jones_New England,9,10,14th,57,25,43.9,Matches,209,168,80.4,23,15,417,8,0,16,13,3,29,91,7,451,68,5,0,,,,,0.0,0.07,0.07,0.07,0.07,0.05,0.1,0.05,0.1,0.15,0,0,,,0,0,29,,7,6,,,1,9,,0,2,0,0,0,0,120,,,,21,,14.4,20,1297,42.4,65,14,28.9,60,139,78,277,80,43,386,80.6,479,1,3,1,1,17,3,26,1.8,2019,254,215,84.6,New England,17.3,0,0.07,0.2,1,0,0,14,0.97,5,35.7,0.35,10,84,14,21,6,8,4,23,6,33,21,0.16,21.0,24.1,-3.0,-0.21,-2,-0.14,0.12,1.24,23,25,42,542,417,76.9,2560,6555,267,38,190,48,633,327,720,31,19,12,38.7,23,1997-06-24 00:00:00,175cm,DeJuan Jones,DF,75kg,0.8
45,10.7,-0.1,12,16,57.1,29,0,795,20,12,8,0,31,654,2,100,1,636,2054,3059,61,1. MLS,0,0,0,us USA,0,3,3,3,0,3,100.0,1,-0.4,-0.4,0.4,0.10,0.1,0.4,0,0,0,0,0,0,0,0,0.00,651,82,62,2019_Andreu Fontàs_Sporting KC,9,2,21st,149,108,72.5,Matches,452,431,95.4,2,5,719,8,0,11,2,0,0,21,20,774,78,20,0,,,,,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.01,0.04,0.05,0,0,,,0,2,0,,6,7,,,0,9,,0,0,0,0,1,0,110,,,,10,,10.7,13,967,31.6,74,10,30.0,5,71,24,100,30,51,663,99.1,669,0,0,1,0,10,2,13,1.21,2019,188,178,94.7,Sporting KC,19.0,0,0.00,0.00,0,0,0,4,0.37,2,50.0,0.19,9,88,10,29,3,4,0,15,3,18,10,+0.58,23.2,16.8,+6.4,+0.59,0,0.00,+0.77,1.08,23,23,27,795,719,90.4,5274,15275,35,4,490,85,884,449,904,28,18,10,35.7,30,1989-11-14 00:00:00,186cm,Andreu Fontàs,DF (CB),89kg,0.1
41,8.2,+0.3,8,15,65.2,25,1,354,11,10,1,0,24,24,1,295,0,288,427,962,18,1. MLS,0,0,0,us USA,1,6,4,5,0,4,80.0,0,+0.1,+0.1,0.9,0.30,0.7,0.9,0,0,0,0,0,3,0,3,0.37,251,70,33,2019_Nick Besler_Real Salt Lake,20,7,6th,73,43,58.9,Matches,154,137,89.0,8,5,287,7,4,12,2,0,4,8,8,346,55,13,1,,,,,0.12,0.25,0.25,0.12,0.12,0.11,0.19,0.08,0.11,0.19,0,1,,,0,4,4,,12,16,,,1,20,,0,0,0,0,0,0,98,,,,12,,8.2,17,734,24.0,43,7,19.8,12,76,79,167,33,36,266,91.1,292,2,0,0,0,16,0,18,2.21,2019,118,102,86.4,Real Salt Lake,7.4,0,0.33,0.50,1,0,0,3,0.37,2,66.7,0.25,4,79,7,18,10,7,3,10,7,20,12,+0.27,10.2,9.5,+0.7,+0.09,+2,+0.25,+0.13,1.88,13,11,40,354,287,81.1,1692,5809,64,5,129,13,439,275,446,22,14,8,36.4,27,1993-05-07 00:00:00,,Nick Besler,DF-MF,,0.7
26,8.7,-0.2,1,3,75.0,23,0,557,13,12,1,0,12,38,1,501,3,463,753,1880,11,1. MLS,0,0,0,us USA,0,10,6,9,0,5,55.6,0,+0.3,+0.3,0.7,0.10,0.2,0.7,0,0,0,0,0,0,0,0,0.00,450,60,47,2019_Carlos Gruezo_FC Dallas,4,4,13th,89,65,73.0,Matches,264,245,92.8,3,6,495,7,0,3,5,0,1,19,16,538,105,17,0,,,,,0.00,0.11,0.11,0.11,0.11,0.08,0.10,0.02,0.08,0.10,0,0,,,0,1,1,,5,16,,,1,4,,0,1,0,0,2,0,79,,,,14,,8.7,9,783,25.6,87,9,22.6,20,90,98,208,47,26,477,95.0,502,0,0,2,0,8,0,10,1.15,2019,198,184,92.9,FC Dallas,21.6,0,0.14,1.00,1,0,0,7,0.80,1,14.3,0.11,8,87,9,,0,1,4,10,8,22,14,-0.03,10.2,8.9,+1.3,+0.15,+4,+0.46,+0.30,1.89,13,9,26,557,495,88.9,1972,9763,68,6,201,13,608,385,624,26,22,4,15.4,25,1995-04-19 00:00:00,171cm,Carlos Gruezo,MF (DM),,0.2
223,29.7,+0.7,12,9,42.9,21,4,2041,26,19,7,0,27,258,6,1740,7,1753,4705,8739,32,1. MLS,7,12,4,us USA,2,29,27,37,0,27,73.0,1,+0.7,+0.7,2.3,0.07,3.3,2.3,0,0,0,0,0,8,0,8,0.27,1588,269,184,2019_Jackson Yueill_San Jose,19,51,15th,429,309,72.0,Matches,877,803,91.6,30,24,1778,26,9,34,23,32,13,101,60,1940,309,95,8,,,,,0.13,0.24,0.24,0.10,0.10,0.08,0.19,0.11,0.08,0.19,0,4,,,0,2,13,,29,26,,,3,19,,0,3,0,0,0,0,281,,,,22,,29.7,32,2669,87.2,83,29,29.4,78,145,243,466,137,181,1762,95.4,1847,3,2,1,9,79,1,95,3.20,2019,705,652,92.5,San Jose,22.9,0,0.09,0.33,3,0,0,34,1.15,9,26.5,0.30,28,89,29,26,3,1,5,13,20,38,22,+1.93,49.3,37.8,+11.5,+0.39,+6,+0.20,+2.27,1.38,50,44,57,2041,1778,87.1,9927,36604,535,44,487,60,2176,1421,2267,35,25,10,28.6,23,1997-03-19 00:00:00,,Jackson Yueill,MF,,3.3
96,28.9,+0.5,21,29,58.0,29,1,1311,30,19,11,0,50,105,4,1129,9,1007,3540,6212,130,1. MLS,0,0,0,us USA,3,9,11,14,0,11,78.6,0,-1.8,-1.8,1.8,0.13,0.5,1.8,0,0,0,0,0,1,0,1,0.03,988,195,128,2019_Kim Kee-hee_Seattle,26,7,4th,336,239,71.1,Matches,642,592,92.2,7,12,1127,17,1,31,4,0,6,36,27,1275,203,54,0,,,,,0.03,0.03,0.03,0.00,0.00,0.06,0.08,0.02,0.06,0.08,0,1,,,0,6,6,,9,31,,,0,26,,0,0,0,0,1,0,239,,,,20,,28.9,30,2603,85.1,87,30,27.3,14,150,67,231,63,78,1041,98.3,1059,0,0,0,0,12,1,13,0.45,2019,316,292,92.4,Seattle,11.0,0,0.00,0.00,0,0,0,14,0.48,1,7.1,0.03,27,87,30,,0,1,1,15,11,27,20,+0.60,44.5,39.9,+4.6,+0.16,+7,+0.24,+1.03,1.91,46,39,53,1311,1127,86.0,8786,25348,99,25,830,157,1514,728,1550,37,28,9,24.3,31,1989-07-13 00:00:00,188cm,Kim Kee-hee,"DF-MF (CB-DM, right)",,0.5
28,23.6,0.0,30,45,60.0,25,0,920,48,16,32,1,20,188,10,684,3,699,1222,2653,172,1. MLS,0,0,0,us USA,0,5,7,7,0,7,100.0,2,+2.9,+2.9,1.1,0.10,0.0,1.1,1,0,0,0,0,0,0,1,0.04,653,174,93,2019_Doneil Henry_Vancouver,29,0,23rd,254,158,62.2,Matches,439,406,92.5,6,8,762,8,2,17,0,0,0,28,25,892,114,30,1,,,,,0.00,0.17,0.17,0.17,0.17,0.05,0.05,0.00,0.05,0.05,0,0,,,0,3,0,,11,12,,,4,29,,1,0,0,0,1,0,145,,,,20,,23.6,25,2123,69.4,85,24,27.1,6,124,36,166,45,20,752,97.9,768,1,0,0,0,0,1,2,0.08,2019,219,194,88.6,Vancouver,7.9,0,0.36,0.67,4,0,0,11,0.47,6,54.5,0.25,22,87,24,40,1,2,1,30,4,35,20,-0.03,24.5,42.7,-18.2,-0.77,-18,-0.76,-0.38,0.96,24,42,64,920,762,82.8,6688,17118,25,14,868,237,1190,362,1215,30,17,13,43.3,27,1993-04-20 00:00:00,188cm,Doneil Henry,"DF (CB, left)",,0.0
87,26.2,-1.0,28,30,51.7,22,0,971,45,35,10,0,76,116,3,735,18,739,2260,4315,77,1. MLS,0,0,0,us USA,3,18,8,11,1,6,54.5,0,-1.5,-1.7,0.7,0.03,1.0,1.5,0,0,0,0,0,1,0,1,0.04,645,187,139,2019_Luís Caicedo_New England,34,8,14th,164,118,72.0,Matches,441,373,84.6,18,8,798,19,0,17,13,0,3,48,28,923,123,19,1,,,,,0.00,0.00,-0.04,-0.04,0.00,0.03,0.06,0.04,0.06,0.09,0,0,,,0,5,3,,58,77,,,0,34,,0,3,1,1,0,0,312,,,,66,,26.2,31,2354,76.9,76,27,27.6,67,283,327,677,187,90,669,91.4,732,1,0,4,1,17,0,23,0.88,2019,350,300,85.7,New England,24.4,0,-0.05,-0.50,0,1,1,22,0.84,2,9.1,0.08,19,85,27,15,4,1,6,53,32,91,66,-0.55,33.7,44.8,-11.1,-0.42,-9,-0.34,-0.60,1.32,38,47,125,971,798,82.2,4858,15564,173,24,418,97,1256,769,1295,75,45,30,40.0,,,172cm,Luís Caicedo,MF,72kg,1.0
,6.5,,,,,21,0,,,,,,,,,,,,,,,2. USL Champ,,,,us USA,,,,,,,,,,,,,,,,,,,,,,,,,,,2019_Marvin Loría_Timbers 2,4,,26th,,,,Matches,,,,,,,,,,,,15,,,,,,,,,,,0.00,0.31,0.31,0.31,0.31,,,,,,0,0,,,0,0,15,,18,5,,,2,4,,0,0,0,1,0,0,,,,,2,,6.5,9,589,19.2,65,8,,,,,,,,,,,,,,,,,,,2019,,,,Timbers 2,,,0.11,0.33,2,0,1,19,2.90,6,31.6,0.92,3,68,8,45,1,0,,,,,2,,,,,,+5,+0.76,+1.16,1.78,15,10,0,,,,,,,,,,,,,,,,,23,1997-04-24 00:00:00,177cm,Marvin Loría,MF (WM),73kg,
16,7.8,-0.9,16,4,20.0,21,0,315,20,18,2,0,7,257,1,39,7,328,1023,2049,6,1. MLS,5,1,2,us USA,2,14,20,23,0,19,82.6,0,+0.9,+0.9,1.1,0.05,0.9,1.1,0,0,1,0,1,2,0,4,0.51,224,54,37,2019_Marvin Loría_Portland,10,12,11th,51,32,62.7,Matches,102,89,87.3,16,8,258,8,1,2,10,9,17,21,5,294,41,17,1,,,,,0.00,0.26,0.26,0.26,0.26,0.15,0.26,0.12,0.15,0.26,0,0,,,0,3,17,,14,12,,,2,10,,0,2,0,0,0,1,47,,,,4,,7.8,19,705,23.0,37,8,22.8,66,38,76,180,41,21,307,79.9,384,0,4,2,1,21,0,28,3.57,2019,155,135,87.1,Portland,17.9,0,0.10,0.15,2,0,0,21,2.68,13,61.9,1.66,1,74,8,11,11,2,2,4,2,8,4,+0.51,12.7,10.4,+2.3,+0.29,+4,+0.51,+0.55,1.65,15,11,18,315,258,81.9,949,4543,267,53,46,10,408,144,427,19,15,4,21.1,23,1997-04-24 00:00:00,177cm,Marvin Loría,MF (WM),73kg,0.9
74,14.9,+0.1,9,16,64.0,28,1,862,21,15,6,0,41,670,3,132,2,696,1907,3949,27,1. MLS,0,0,0,us USA,0,15,8,14,0,8,57.1,1,-0.2,-0.2,0.2,0.03,0.9,0.2,0,0,0,0,0,2,0,2,0.13,646,132,84,2019_Aníbal Godoy_San Jose,26,13,15th,190,163,85.8,Matches,375,345,92.0,6,9,773,5,1,10,4,0,1,48,46,814,160,57,2,,,,,0.07,0.07,0.07,0.00,0.00,0.01,0.07,0.06,0.01,0.07,0,1,,,0,8,1,,29,37,,,0,26,,0,1,0,0,1,0,149,,,,26,,14.9,15,1343,43.9,90,15,32.3,28,100,123,251,81,69,693,92.5,749,0,0,0,0,26,1,27,1.81,2019,281,259,92.2,San Jose,23.2,0,0.00,0.00,0,0,0,5,0.34,2,40.0,0.13,14,90,15,,0,8,3,18,17,38,26,-1.17,19.0,26.7,-7.7,-0.51,-9,-0.60,-0.92,1.13,19,28,64,862,773,89.7,3695,17086,127,12,280,46,962,661,993,23,15,8,34.8,30,1990-02-10 00:00:00,182cm,Aníbal Godoy,MF (CM-DM),,0.9
49,14.2,-0.1,20,20,50.0,30,0,718,18,9,9,0,31,103,2,548,26,526,1270,2294,61,1. MLS,0,0,0,us USA,1,2,2,2,0,2,100.0,0,+1.4,+1.4,0.6,0.12,0.1,0.6,0,0,0,0,0,0,0,0,0.00,506,119,93,2019_Josh Williams_Columbus,14,2,20th,152,114,75.0,Matches,355,317,89.3,7,6,618,9,1,22,4,0,3,36,10,682,73,15,0,,,,,0.00,0.14,0.14,0.14,0.14,0.04,0.05,0.00,0.04,0.05,0,0,,,0,2,3,,7,13,,,2,14,,0,1,0,0,0,0,134,,,,11,,14.2,16,1278,41.8,80,15,33.3,3,33,21,57,19,47,552,95.3,579,0,0,0,0,4,1,5,0.35,2019,205,184,89.8,Columbus,9.0,0,0.40,1.00,2,0,0,5,0.35,2,40.0,0.14,10,82,15,47,1,8,0,12,6,18,11,+0.05,14.8,16.2,-1.5,-0.10,-4,-0.28,-0.08,1.06,15,19,32,718,618,86.1,5305,13224,69,9,423,92,801,384,836,17,9,8,47.1,32,1988-04-18 00:00:00,188cm,Josh Williams,DF (CB),,0.1
57,14.0,-0.4,16,18,52.9,33,0,813,18,10,8,1,35,191,5,565,10,624,1870,3011,58,1. MLS,0,0,0,us USA,0,0,3,3,0,3,100.0,0,-0.4,-0.4,0.4,0.03,0.4,0.4,0,0,0,0,0,1,0,1,0.07,572,154,87,2019_Laurent Ciman_Toronto FC,9,4,9th,226,177,78.3,Matches,399,370,92.7,2,3,720,4,2,17,3,0,3,38,28,775,85,46,1,,,,,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.03,0.03,0.06,0,0,,,0,3,3,,3,12,,,0,9,,0,1,0,0,0,0,128,,,,13,,14.0,17,1264,41.3,74,14,33.7,2,69,30,101,34,43,647,98.6,656,0,0,0,1,7,2,10,0.71,2019,178,166,93.3,Toronto FC,20.8,2,0.00,0.00,0,0,0,11,0.78,3,27.3,0.21,12,86,14,20,3,9,1,12,10,23,13,-0.77,18.5,25.4,-6.9,-0.49,+4,+0.28,+0.23,1.70,29,25,32,813,720,88.6,5606,17233,47,8,494,99,894,443,933,31,19,12,38.7,35,1985-08-05 00:00:00,180cm,Laurent Ciman,DF (CB-FB),65kg,0.4
25,10.1,-0.2,13,13,50.0,34,0,448,15,11,4,1,27,280,3,54,79,317,882,1521,40,1. MLS,0,0,0,us USA,2,8,5,8,0,5,62.5,0,-0.1,-0.1,0.1,0.03,0.2,0.1,0,0,0,0,0,1,0,1,0.10,239,113,96,2019_Jonathan Bornstein_Chicago,14,3,17th,57,26,45.6,Matches,193,160,82.9,8,8,356,9,1,7,6,0,14,84,5,364,64,9,0,,,,,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,0,0,,,0,1,14,,12,11,,,0,14,,0,0,0,0,0,0,78,,,,11,,10.1,11,911,29.8,83,11,29.4,20,61,45,126,37,38,305,90.5,337,1,0,0,0,7,0,8,0.79,2019,189,166,87.8,Chicago,22.5,0,0.00,,0,0,0,2,0.20,0,0.0,0.00,6,83,11,,0,0,2,15,3,20,11,-0.01,14.3,11.9,+2.5,+0.24,+6,+0.59,+0.51,1.73,16,10,34,448,356,79.5,2477,6018,139,6,190,43,475,261,557,14,5,9,64.3,36,1984-11-07 00:00:00,175cm,Jonathan Bornstein,"DF-MF (FB-WM, left)",66kg,0.2
50,23.3,+2.1,23,6,20.7,26,5,880,24,23,1,0,11,85,9,763,8,1148,5897,9388,8,1. MLS,0,0,0,us USA,1,63,114,144,2,110,76.4,0,+1.1,+1.1,6.9,0.06,2.9,6.9,0,6,0,0,0,7,1,14,0.60,723,72,85,2019_Valeri Qazaishvili_San Jose,21,37,15th,83,54,65.1,Matches,320,282,88.1,54,25,743,25,3,11,28,2,22,14,4,866,195,12,3,,,,,0.21,0.56,0.56,0.34,0.34,0.30,0.42,0.13,0.30,0.42,0,5,,,0,1,22,,22,19,,,8,21,,0,11,0,0,0,0,137,,,,36,,23.3,32,2094,68.4,65,24,32.3,119,85,174,378,122,96,973,79.9,1218,4,29,2,0,68,11,114,4.90,2019,452,402,88.9,San Jose,18.8,0,0.08,0.24,8,0,0,106,4.56,34,32.1,1.46,13,81,24,18,8,2,8,14,21,43,36,+0.17,35.2,30.7,+4.5,+0.20,-7,-0.30,-0.67,1.19,33,40,64,880,743,84.4,2893,12135,668,142,127,11,1241,595,1254,29,23,6,20.7,27,1993-01-29 00:00:00,183cm,Valeri Qazaishvili,FW-MF (AM),,2.9
5,4.5,-0.1,4,8,66.7,27,0,123,4,3,1,0,12,25,1,78,5,78,248,578,43,1. MLS,0,0,0,us USA,1,1,0,0,0,0,,0,-0.1,-0.1,0.1,0.08,0.1,0.1,0,0,0,0,0,0,0,0,0.00,72,33,18,2019_Alex DeJohn_Orlando City,1,1,22nd,31,19,61.3,Matches,62,51,82.3,0,0,97,0,1,6,2,0,1,9,4,114,12,7,1,,,,,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.02,0.02,0.04,0,0,,,0,1,1,,3,3,,,0,1,,0,0,0,0,0,0,35,,,,1,,4.5,6,403,13.2,67,6,18.2,0,20,13,33,6,5,79,100.0,79,0,0,0,0,3,0,3,0.67,2019,30,27,90.0,Orlando City,8.1,0,0.00,,0,0,0,1,0.22,0,0.0,0.00,3,67,6,,0,6,0,3,0,3,1,+0.01,5.3,5.1,+0.2,+0.04,-1,-0.22,+0.01,1.17,5,6,4,123,97,78.9,891,2181,8,2,117,42,166,61,175,6,4,2,33.3,29,1991-05-10 00:00:00,183cm,Alex DeJohn,DF,,0.1
118,31.5,-0.1,40,41,50.6,31,3,1664,44,35,9,0,68,216,5,1295,48,1393,4272,7936,43,1. MLS,2,0,0,us USA,10,18,23,28,2,18,64.3,0,+1.9,+1.9,2.1,0.08,3.1,2.1,0,2,0,0,0,5,0,7,0.22,1285,162,217,2019_Alejandro Bedoya_Philadelphia,35,36,5th,133,91,68.4,Matches,686,617,89.9,30,29,1446,30,1,12,41,6,44,67,13,1597,238,31,3,,,,,0.10,0.22,0.22,0.13,0.13,0.07,0.17,0.10,0.07,0.17,0,3,,,0,6,44,,12,37,,,4,35,,0,10,0,0,1,0,255,,,,44,,31.5,32,2833,92.6,89,32,27.7,76,127,191,394,109,142,1398,89.3,1566,2,2,1,1,62,2,70,2.22,2019,793,718,90.5,Philadelphia,16.7,0,0.14,0.50,4,0,0,28,0.89,8,28.6,0.25,31,89,32,,0,0,12,29,25,66,44,+0.01,50.0,37.8,+12.2,+0.39,+9,+0.29,+0.68,1.62,54,45,101,1664,1446,86.9,6538,23705,712,80,318,57,1877,1040,1941,51,31,20,39.2,33,1987-04-29 00:00:00,178cm,Alejandro Bedoya,FW-MF (AM-CM-DM),73kg,3.1
23,16.0,+1.7,15,28,65.1,28,5,337,27,21,6,0,12,67,3,238,2,452,1976,3256,5,1. MLS,0,0,0,us USA,0,47,44,68,2,43,63.2,0,-1.3,-1.3,9.3,0.16,3.3,9.3,0,1,1,1,0,9,0,12,0.75,264,26,47,2019_Adama Diomande_Los Angeles FC,5,18,1st,27,12,44.4,Matches,149,110,73.8,45,10,248,12,3,4,12,0,9,33,0,304,80,3,7,,,,,0.31,0.81,0.81,0.50,0.50,0.58,0.79,0.21,0.58,0.79,0,5,,,0,1,9,,16,20,,,8,5,,0,9,0,0,0,0,55,,,,10,,16.0,25,1436,46.9,57,15,24.8,173,17,149,339,84,32,433,62.5,693,1,9,5,0,30,6,52,3.26,2019,143,119,83.2,Los Angeles FC,14.2,1,0.14,0.44,8,0,0,58,3.64,18,31.0,1.13,7,77,15,28,10,1,6,3,3,12,10,+0.23,38.6,17.5,+21.1,+1.32,+19,+1.19,-0.42,2.11,43,24,17,337,248,73.6,780,3962,360,110,25,8,555,254,589,12,9,3,25.0,30,1990-02-14 00:00:00,180cm,Adama Diomande,FW,,3.3
9,6.9,-0.6,36,18,33.3,25,0,143,4,3,1,0,12,8,2,107,0,123,332,623,1,1. MLS,0,0,0,us USA,1,10,4,6,1,4,66.7,0,+1.2,+1.2,1.8,0.12,0.6,1.8,0,1,2,0,0,0,0,3,0.43,82,26,35,2019_Anthony Jackson-Hamel_Montreal,0,6,18th,14,10,71.4,Matches,61,47,77.0,17,1,106,0,0,5,4,0,3,14,0,129,32,4,0,,,,,0.00,0.43,0.43,0.43,0.43,0.27,0.36,0.09,0.27,0.36,0,0,,,0,0,3,,9,7,,,3,0,,0,2,0,0,0,2,19,,,,0,,6.9,16,623,20.4,39,6,23.5,52,7,56,115,27,9,159,45.6,349,0,2,3,0,8,2,15,2.17,2019,65,48,73.8,Montreal,11.9,0,0.19,0.50,3,0,0,16,2.31,6,37.5,0.87,3,86,6,11,10,11,1,0,0,1,0,+0.29,8.3,9.0,-0.7,-0.11,-5,-0.72,-0.43,0.75,8,13,1,143,106,74.1,285,1874,109,27,7,2,191,97,205,4,4,0,0.0,27,1993-08-03 00:00:00,185cm,Anthony Jackson-Hamel,FW,,0.6
